time,x,y,z,vx,vy,vz
2.284000000000000252e+00,-3.551190446567913384e+00,-3.569020684024616585e+00,3.188215128593795811e+01,-1.635158016619228105e+00,-1.643368011592524436e+00,1.468009941146475761e+01
2.285000000000000142e+00,-3.552825604584532559e+00,-3.570664052036208957e+00,3.189683138534942231e+01,-1.635158016619242982e+00,-1.643368011592539535e+00,1.468009941146488728e+01
2.286000000000000032e+00,-3.554460762601151735e+00,-3.572307420047801330e+00,3.191151148476088650e+01,-1.635158016619257859e+00,-1.643368011592554412e+00,1.468009941146501696e+01
2.286999999999999922e+00,-3.556095920617770911e+00,-3.573950788059393702e+00,3.192619158417235070e+01,-1.635158016619272514e+00,-1.643368011592569067e+00,1.468009941146514485e+01
2.288000000000000256e+00,-3.557731078634390087e+00,-3.575594156070986074e+00,3.194087168358381490e+01,-1.635158016619287391e+00,-1.643368011592583944e+00,1.468009941146527275e+01
2.289000000000000146e+00,-3.559366236651009263e+00,-3.577237524082578890e+00,3.195555178299527910e+01,-1.635158016619302046e+00,-1.643368011592598599e+00,1.468009941146540065e+01
2.290000000000000036e+00,-3.561001394667628439e+00,-3.578880892094171706e+00,3.197023188240674330e+01,-1.635158016619316035e+00,-1.643368011592612810e+00,1.468009941146552322e+01
2.290999999999999925e+00,-3.562636552684247615e+00,-3.580524260105764522e+00,3.198491198181820749e+01,-1.635158016619330024e+00,-1.643368011592626798e+00,1.468009941146564401e+01
2.292000000000000259e+00,-3.564271710700866791e+00,-3.582167628117357339e+00,3.199959208122967169e+01,-1.635158016619343346e+00,-1.643368011592640121e+00,1.468009941146576125e+01
2.293000000000000149e+00,-3.565906868717485967e+00,-3.583810996128950155e+00,3.201427218064113589e+01,-1.635158016619356891e+00,-1.643368011592653666e+00,1.468009941146588027e+01
2.294000000000000039e+00,-3.567542026734105143e+00,-3.585454364140542971e+00,3.202895228005260009e+01,-1.635158016619370214e+00,-1.643368011592667211e+00,1.468009941146599751e+01
2.294999999999999929e+00,-3.569177184750724319e+00,-3.587097732152135787e+00,3.204363237946406429e+01,-1.635158016619383536e+00,-1.643368011592680533e+00,1.468009941146611297e+01
2.296000000000000263e+00,-3.570812342767343495e+00,-3.588741100163728603e+00,3.205831247887552848e+01,-1.635158016619396637e+00,-1.643368011592693634e+00,1.468009941146622666e+01
2.297000000000000153e+00,-3.572447500783963115e+00,-3.590384468175321420e+00,3.207299257828699268e+01,-1.635158016619409072e+00,-1.643368011592706290e+00,1.468009941146633679e+01
2.298000000000000043e+00,-3.574082658800582735e+00,-3.592027836186914236e+00,3.208767267769845688e+01,-1.635158016619421506e+00,-1.643368011592718725e+00,1.468009941146644515e+01
2.298999999999999932e+00,-3.575717816817202355e+00,-3.593671204198507052e+00,3.210235277710992108e+01,-1.635158016619433718e+00,-1.643368011592730937e+00,1.468009941146655173e+01
2.300000000000000266e+00,-3.577352974833821975e+00,-3.595314572210099868e+00,3.211703287652138528e+01,-1.635158016619446153e+00,-1.643368011592743594e+00,1.468009941146666009e+01
2.301000000000000156e+00,-3.578988132850441595e+00,-3.596957940221692684e+00,3.213171297593284947e+01,-1.635158016619458143e+00,-1.643368011592755584e+00,1.468009941146676489e+01
2.302000000000000046e+00,-3.580623290867061215e+00,-3.598601308233285501e+00,3.214639307534431367e+01,-1.635158016619469912e+00,-1.643368011592767353e+00,1.468009941146686792e+01
2.302999999999999936e+00,-3.582258448883680835e+00,-3.600244676244878317e+00,3.216107317475577787e+01,-1.635158016619481902e+00,-1.643368011592779565e+00,1.468009941146697273e+01
2.304000000000000270e+00,-3.583893606900300455e+00,-3.601888044256471133e+00,3.217575327416724207e+01,-1.635158016619493893e+00,-1.643368011592791555e+00,1.468009941146707575e+01
2.305000000000000160e+00,-3.585528764916920075e+00,-3.603531412268063949e+00,3.219043337357870627e+01,-1.635158016619505217e+00,-1.643368011592802880e+00,1.468009941146717523e+01
2.306000000000000050e+00,-3.587163922933539695e+00,-3.605174780279656765e+00,3.220511347299017046e+01,-1.635158016619516541e+00,-1.643368011592814204e+00,1.468009941146727293e+01
2.306999999999999940e+00,-3.588799080950159315e+00,-3.606818148291249582e+00,3.221979357240163466e+01,-1.635158016619527643e+00,-1.643368011592825306e+00,1.468009941146736885e+01
2.307999999999999829e+00,-3.590434238966778935e+00,-3.608461516302842398e+00,3.223447367181309886e+01,-1.635158016619538301e+00,-1.643368011592835964e+00,1.468009941146746122e+01
2.309000000000000163e+00,-3.592069396983398555e+00,-3.610104884314435214e+00,3.224915377122456306e+01,-1.635158016619549182e+00,-1.643368011592846845e+00,1.468009941146755537e+01
2.310000000000000053e+00,-3.593704555000018175e+00,-3.611748252326028030e+00,3.226383387063602726e+01,-1.635158016619559840e+00,-1.643368011592857725e+00,1.468009941146764952e+01
2.310999999999999943e+00,-3.595339713016637795e+00,-3.613391620337620846e+00,3.227851397004749145e+01,-1.635158016619570498e+00,-1.643368011592868383e+00,1.468009941146774189e+01
2.311999999999999833e+00,-3.596974871033257415e+00,-3.615034988349213663e+00,3.229319406945896276e+01,-1.635158016619580934e+00,-1.643368011592878819e+00,1.468009941146783248e+01
2.313000000000000167e+00,-3.598610029049877035e+00,-3.616678356360806479e+00,3.230787416887043406e+01,-1.635158016619590926e+00,-1.643368011592888811e+00,1.468009941146791952e+01
2.314000000000000057e+00,-3.600245187066496655e+00,-3.618321724372399295e+00,3.232255426828190537e+01,-1.635158016619601140e+00,-1.643368011592899025e+00,1.468009941146800834e+01
2.314999999999999947e+00,-3.601880345083116275e+00,-3.619965092383992111e+00,3.233723436769337667e+01,-1.635158016619611132e+00,-1.643368011592909239e+00,1.468009941146809538e+01
2.315999999999999837e+00,-3.603515503099735895e+00,-3.621608460395584927e+00,3.235191446710484797e+01,-1.635158016619621124e+00,-1.643368011592919231e+00,1.468009941146818242e+01
2.317000000000000171e+00,-3.605150661116355515e+00,-3.623251828407177744e+00,3.236659456651631928e+01,-1.635158016619630894e+00,-1.643368011592929223e+00,1.468009941146826769e+01
2.318000000000000060e+00,-3.606785819132975135e+00,-3.624895196418770560e+00,3.238127466592779058e+01,-1.635158016619641108e+00,-1.643368011592939437e+00,1.468009941146835473e+01
2.318999999999999950e+00,-3.608420977149594755e+00,-3.626538564430363376e+00,3.239595476533926188e+01,-1.635158016619650434e+00,-1.643368011592948763e+00,1.468009941146843467e+01
2.319999999999999840e+00,-3.610056135166214375e+00,-3.628181932441956192e+00,3.241063486475073319e+01,-1.635158016619659982e+00,-1.643368011592958311e+00,1.468009941146851816e+01
2.321000000000000174e+00,-3.611691293182833995e+00,-3.629825300453549008e+00,3.242531496416220449e+01,-1.635158016619669086e+00,-1.643368011592967415e+00,1.468009941146859632e+01
2.322000000000000064e+00,-3.613326451199453615e+00,-3.631468668465141825e+00,3.243999506357367579e+01,-1.635158016619678412e+00,-1.643368011592976741e+00,1.468009941146867625e+01
2.322999999999999954e+00,-3.614961609216073235e+00,-3.633112036476734641e+00,3.245467516298514710e+01,-1.635158016619687293e+00,-1.643368011592985622e+00,1.468009941146875263e+01
2.323999999999999844e+00,-3.616596767232692855e+00,-3.634755404488327457e+00,3.246935526239661840e+01,-1.635158016619695953e+00,-1.643368011592994282e+00,1.468009941146882902e+01
2.325000000000000178e+00,-3.618231925249312475e+00,-3.636398772499920273e+00,3.248403536180808970e+01,-1.635158016619704613e+00,-1.643368011593002942e+00,1.468009941146890363e+01
2.326000000000000068e+00,-3.619867083265932095e+00,-3.638042140511513090e+00,3.249871546121956101e+01,-1.635158016619713051e+00,-1.643368011593011380e+00,1.468009941146897823e+01
2.326999999999999957e+00,-3.621502241282551715e+00,-3.639685508523105906e+00,3.251339556063103231e+01,-1.635158016619721488e+00,-1.643368011593019817e+00,1.468009941146905106e+01
2.327999999999999847e+00,-3.623137399299171335e+00,-3.641328876534698722e+00,3.252807566004250361e+01,-1.635158016619729704e+00,-1.643368011593028255e+00,1.468009941146912389e+01
2.329000000000000181e+00,-3.624772557315790955e+00,-3.642972244546291538e+00,3.254275575945397492e+01,-1.635158016619737475e+00,-1.643368011593036027e+00,1.468009941146919139e+01
2.330000000000000071e+00,-3.626407715332410575e+00,-3.644615612557884798e+00,3.255743585886544622e+01,-1.635158016619745913e+00,-1.643368011593044464e+00,1.468009941146926423e+01
2.330999999999999961e+00,-3.628042873349030195e+00,-3.646258980569478059e+00,3.257211595827691752e+01,-1.635158016619753907e+00,-1.643368011593052458e+00,1.468009941146933350e+01
2.331999999999999851e+00,-3.629678031365649815e+00,-3.647902348581071319e+00,3.258679605768838883e+01,-1.635158016619761900e+00,-1.643368011593060452e+00,1.468009941146940278e+01
2.333000000000000185e+00,-3.631313189382269435e+00,-3.649545716592664579e+00,3.260147615709986013e+01,-1.635158016619769228e+00,-1.643368011593068001e+00,1.468009941146946851e+01
2.334000000000000075e+00,-3.632948347398889055e+00,-3.651189084604257840e+00,3.261615625651133143e+01,-1.635158016619776999e+00,-1.643368011593075773e+00,1.468009941146953601e+01
2.334999999999999964e+00,-3.634583505415508675e+00,-3.652832452615851100e+00,3.263083635592280274e+01,-1.635158016619784549e+00,-1.643368011593083544e+00,1.468009941146960173e+01
2.335999999999999854e+00,-3.636218663432128295e+00,-3.654475820627444360e+00,3.264551645533427404e+01,-1.635158016619792098e+00,-1.643368011593091094e+00,1.468009941146966746e+01
2.337000000000000188e+00,-3.637853821448747915e+00,-3.656119188639037620e+00,3.266019655474574535e+01,-1.635158016619799648e+00,-1.643368011593098643e+00,1.468009941146973141e+01
2.338000000000000078e+00,-3.639488979465367535e+00,-3.657762556650630881e+00,3.267487665415721665e+01,-1.635158016619806975e+00,-1.643368011593105971e+00,1.468009941146979536e+01
2.338999999999999968e+00,-3.641124137481987155e+00,-3.659405924662224141e+00,3.268955675356868795e+01,-1.635158016619814303e+00,-1.643368011593113298e+00,1.468009941146985931e+01
2.339999999999999858e+00,-3.642759295498606775e+00,-3.661049292673817401e+00,3.270423685298015926e+01,-1.635158016619821408e+00,-1.643368011593120626e+00,1.468009941146992148e+01
2.341000000000000192e+00,-3.644394453515226395e+00,-3.662692660685410662e+00,3.271891695239163056e+01,-1.635158016619828514e+00,-1.643368011593127731e+00,1.468009941146998365e+01
2.342000000000000082e+00,-3.646029611531846015e+00,-3.664336028697003922e+00,3.273359705180310186e+01,-1.635158016619835175e+00,-1.643368011593134392e+00,1.468009941147004227e+01
2.342999999999999972e+00,-3.647664769548465635e+00,-3.665979396708597182e+00,3.274827715121457317e+01,-1.635158016619842059e+00,-1.643368011593141276e+00,1.468009941147010267e+01
2.343999999999999861e+00,-3.649299927565085699e+00,-3.667622764720190442e+00,3.276295725062604447e+01,-1.635158016619848498e+00,-1.643368011593147715e+00,1.468009941147015951e+01
2.345000000000000195e+00,-3.650935085581705764e+00,-3.669266132731783703e+00,3.277763735003751577e+01,-1.635158016619855381e+00,-1.643368011593154598e+00,1.468009941147021813e+01
2.346000000000000085e+00,-3.652570243598325828e+00,-3.670909500743376963e+00,3.279231744944898708e+01,-1.635158016619862043e+00,-1.643368011593161260e+00,1.468009941147027675e+01
2.346999999999999975e+00,-3.654205401614945892e+00,-3.672552868754970223e+00,3.280699754886045838e+01,-1.635158016619868260e+00,-1.643368011593167477e+00,1.468009941147033182e+01
2.347999999999999865e+00,-3.655840559631565956e+00,-3.674196236766563484e+00,3.282167764827192968e+01,-1.635158016619874477e+00,-1.643368011593173694e+00,1.468009941147038511e+01
2.349000000000000199e+00,-3.657475717648186020e+00,-3.675839604778156744e+00,3.283635774768340099e+01,-1.635158016619880916e+00,-1.643368011593180134e+00,1.468009941147044195e+01
2.350000000000000089e+00,-3.659110875664806084e+00,-3.677482972789750004e+00,3.285103784709487229e+01,-1.635158016619887356e+00,-1.643368011593186573e+00,1.468009941147049702e+01
2.350999999999999979e+00,-3.660746033681426148e+00,-3.679126340801343265e+00,3.286571794650634359e+01,-1.635158016619893573e+00,-1.643368011593193012e+00,1.468009941147055208e+01
2.351999999999999869e+00,-3.662381191698046212e+00,-3.680769708812936525e+00,3.288039804591781490e+01,-1.635158016619899346e+00,-1.643368011593198785e+00,1.468009941147060360e+01
2.353000000000000203e+00,-3.664016349714666276e+00,-3.682413076824529785e+00,3.289507814532928620e+01,-1.635158016619905563e+00,-1.643368011593205003e+00,1.468009941147065689e+01
2.354000000000000092e+00,-3.665651507731286340e+00,-3.684056444836123045e+00,3.290975824474075750e+01,-1.635158016619911558e+00,-1.643368011593211220e+00,1.468009941147071018e+01
2.354999999999999982e+00,-3.667286665747906405e+00,-3.685699812847716306e+00,3.292443834415222881e+01,-1.635158016619917110e+00,-1.643368011593216771e+00,1.468009941147075992e+01
2.355999999999999872e+00,-3.668921823764526469e+00,-3.687343180859309566e+00,3.293911844356370011e+01,-1.635158016619923105e+00,-1.643368011593222766e+00,1.468009941147081143e+01
2.357000000000000206e+00,-3.670556981781146533e+00,-3.688986548870902826e+00,3.295379854297517142e+01,-1.635158016619928656e+00,-1.643368011593228317e+00,1.468009941147085939e+01
2.358000000000000096e+00,-3.672192139797766597e+00,-3.690629916882496087e+00,3.296847864238664272e+01,-1.635158016619933763e+00,-1.643368011593233424e+00,1.468009941147090380e+01
2.358999999999999986e+00,-3.673827297814386661e+00,-3.692273284894089347e+00,3.298315874179811402e+01,-1.635158016619939536e+00,-1.643368011593239197e+00,1.468009941147095354e+01
2.359999999999999876e+00,-3.675462455831006725e+00,-3.693916652905682607e+00,3.299783884120958533e+01,-1.635158016619944865e+00,-1.643368011593244526e+00,1.468009941147099973e+01
2.361000000000000210e+00,-3.677097613847626789e+00,-3.695560020917275867e+00,3.301251894062105663e+01,-1.635158016619949750e+00,-1.643368011593249411e+00,1.468009941147104236e+01
2.362000000000000099e+00,-3.678732771864246853e+00,-3.697203388928869128e+00,3.302719904003252793e+01,-1.635158016619954857e+00,-1.643368011593254518e+00,1.468009941147108677e+01
2.362999999999999989e+00,-3.680367929880866917e+00,-3.698846756940462388e+00,3.304187913944399924e+01,-1.635158016619959964e+00,-1.643368011593259626e+00,1.468009941147113118e+01
2.363999999999999879e+00,-3.682003087897486981e+00,-3.700490124952055648e+00,3.305655923885547054e+01,-1.635158016619965071e+00,-1.643368011593264733e+00,1.468009941147117559e+01
2.365000000000000213e+00,-3.683638245914107046e+00,-3.702133492963648909e+00,3.307123933826694184e+01,-1.635158016619970400e+00,-1.643368011593270062e+00,1.468009941147122177e+01
2.366000000000000103e+00,-3.685273403930727110e+00,-3.703776860975242169e+00,3.308591943767841315e+01,-1.635158016619975285e+00,-1.643368011593274947e+00,1.468009941147126440e+01
2.366999999999999993e+00,-3.686908561947347174e+00,-3.705420228986835429e+00,3.310059953708988445e+01,-1.635158016619980170e+00,-1.643368011593279832e+00,1.468009941147130704e+01
2.367999999999999883e+00,-3.688543719963967238e+00,-3.707063596998428689e+00,3.311527963650135575e+01,-1.635158016619985055e+00,-1.643368011593284717e+00,1.468009941147134967e+01
2.369000000000000217e+00,-3.690178877980587302e+00,-3.708706965010021950e+00,3.312995973591282706e+01,-1.635158016619990162e+00,-1.643368011593289824e+00,1.468009941147139408e+01
2.370000000000000107e+00,-3.691814035997207366e+00,-3.710350333021615210e+00,3.314463983532429836e+01,-1.635158016619994825e+00,-1.643368011593294487e+00,1.468009941147143493e+01
2.370999999999999996e+00,-3.693449194013827430e+00,-3.711993701033208470e+00,3.315931993473576966e+01,-1.635158016619999932e+00,-1.643368011593299594e+00,1.468009941147147757e+01
2.371999999999999886e+00,-3.695084352030447494e+00,-3.713637069044801731e+00,3.317400003414724097e+01,-1.635158016620004595e+00,-1.643368011593304256e+00,1.468009941147151665e+01
2.373000000000000220e+00,-3.696719510047067558e+00,-3.715280437056394991e+00,3.318868013355871227e+01,-1.635158016620009036e+00,-1.643368011593308697e+00,1.468009941147155573e+01
2.374000000000000110e+00,-3.698354668063687622e+00,-3.716923805067988251e+00,3.320336023297018357e+01,-1.635158016620013477e+00,-1.643368011593313138e+00,1.468009941147159481e+01
2.375000000000000000e+00,-3.699989826080307687e+00,-3.718567173079581512e+00,3.321804033238165488e+01,-1.635158016620018362e+00,-1.643368011593318023e+00,1.468009941147163566e+01
2.375999999999999890e+00,-3.701624984096927751e+00,-3.720210541091174772e+00,3.323272043179312618e+01,-1.635158016620022803e+00,-1.643368011593322464e+00,1.468009941147167297e+01
2.377000000000000224e+00,-3.703260142113547815e+00,-3.721853909102768032e+00,3.324740053120459748e+01,-1.635158016620026800e+00,-1.643368011593326461e+00,1.468009941147170672e+01
2.378000000000000114e+00,-3.704895300130167879e+00,-3.723497277114361292e+00,3.326208063061606879e+01,-1.635158016620031018e+00,-1.643368011593330680e+00,1.468009941147174402e+01
2.379000000000000004e+00,-3.706530458146787943e+00,-3.725140645125954553e+00,3.327676073002754009e+01,-1.635158016620035681e+00,-1.643368011593335343e+00,1.468009941147178310e+01
2.379999999999999893e+00,-3.708165616163408007e+00,-3.726784013137547813e+00,3.329144082943901140e+01,-1.635158016620039900e+00,-1.643368011593339562e+00,1.468009941147181863e+01
2.381000000000000227e+00,-3.709800774180028071e+00,-3.728427381149141073e+00,3.330612092885048270e+01,-1.635158016620043675e+00,-1.643368011593343336e+00,1.468009941147185060e+01
2.382000000000000117e+00,-3.711435932196648135e+00,-3.730070749160734334e+00,3.332080102826195400e+01,-1.635158016620047672e+00,-1.643368011593347333e+00,1.468009941147188613e+01
2.383000000000000007e+00,-3.713071090213268199e+00,-3.731714117172327594e+00,3.333548112767342531e+01,-1.635158016620052113e+00,-1.643368011593351774e+00,1.468009941147192343e+01
2.383999999999999897e+00,-3.714706248229888264e+00,-3.733357485183920854e+00,3.335016122708489661e+01,-1.635158016620056110e+00,-1.643368011593355771e+00,1.468009941147195718e+01
2.385000000000000231e+00,-3.716341406246508328e+00,-3.735000853195514114e+00,3.336484132649636791e+01,-1.635158016620060106e+00,-1.643368011593359768e+00,1.468009941147199093e+01
2.386000000000000121e+00,-3.717976564263128392e+00,-3.736644221207107375e+00,3.337952142590783922e+01,-1.635158016620063659e+00,-1.643368011593363320e+00,1.468009941147202113e+01
2.387000000000000011e+00,-3.719611722279748456e+00,-3.738287589218700635e+00,3.339420152531931052e+01,-1.635158016620067434e+00,-1.643368011593367095e+00,1.468009941147205488e+01
2.387999999999999901e+00,-3.721246880296368520e+00,-3.739930957230293895e+00,3.340888162473078182e+01,-1.635158016620070764e+00,-1.643368011593370426e+00,1.468009941147208508e+01
2.389000000000000234e+00,-3.722882038312988584e+00,-3.741574325241887156e+00,3.342356172414225313e+01,-1.635158016620074539e+00,-1.643368011593374201e+00,1.468009941147211705e+01
2.390000000000000124e+00,-3.724517196329608648e+00,-3.743217693253480416e+00,3.343824182355372443e+01,-1.635158016620077870e+00,-1.643368011593377531e+00,1.468009941147214548e+01
2.391000000000000014e+00,-3.726152354346228712e+00,-3.744861061265073676e+00,3.345292192296519573e+01,-1.635158016620081201e+00,-1.643368011593380862e+00,1.468009941147217390e+01
2.391999999999999904e+00,-3.727787512362848776e+00,-3.746504429276666936e+00,3.346760202237666704e+01,-1.635158016620085197e+00,-1.643368011593384859e+00,1.468009941147220765e+01
2.393000000000000238e+00,-3.729422670379468840e+00,-3.748147797288260197e+00,3.348228212178813834e+01,-1.635158016620088750e+00,-1.643368011593388411e+00,1.468009941147223785e+01
2.394000000000000128e+00,-3.731057828396088905e+00,-3.749791165299853457e+00,3.349696222119960964e+01,-1.635158016620091859e+00,-1.643368011593391520e+00,1.468009941147226449e+01
2.395000000000000018e+00,-3.732692986412708969e+00,-3.751434533311446717e+00,3.351164232061108095e+01,-1.635158016620094967e+00,-1.643368011593394629e+00,1.468009941147229114e+01
2.395999999999999908e+00,-3.734328144429329033e+00,-3.753077901323039978e+00,3.352632242002255225e+01,-1.635158016620098076e+00,-1.643368011593397737e+00,1.468009941147231778e+01
2.397000000000000242e+00,-3.735963302445949097e+00,-3.754721269334633238e+00,3.354100251943402355e+01,-1.635158016620101407e+00,-1.643368011593401068e+00,1.468009941147234798e+01
2.398000000000000131e+00,-3.737598460462569161e+00,-3.756364637346226498e+00,3.355568261884549486e+01,-1.635158016620104293e+00,-1.643368011593403955e+00,1.468009941147237463e+01
2.399000000000000021e+00,-3.739233618479189225e+00,-3.758008005357819759e+00,3.357036271825696616e+01,-1.635158016620107180e+00,-1.643368011593406841e+00,1.468009941147239950e+01
2.399999999999999911e+00,-3.740868776495809289e+00,-3.759651373369413019e+00,3.358504281766843746e+01,-1.635158016620110066e+00,-1.643368011593409728e+00,1.468009941147242436e+01
2.401000000000000245e+00,-3.742503934512429353e+00,-3.761294741381006279e+00,3.359972291707990877e+01,-1.635158016620112953e+00,-1.643368011593412614e+00,1.468009941147244923e+01
2.402000000000000135e+00,-3.744139092529049417e+00,-3.762938109392599539e+00,3.361440301649138007e+01,-1.635158016620116284e+00,-1.643368011593415945e+00,1.468009941147247766e+01
2.403000000000000025e+00,-3.745774250545669481e+00,-3.764581477404192800e+00,3.362908311590285138e+01,-1.635158016620119392e+00,-1.643368011593419054e+00,1.468009941147250430e+01
2.403999999999999915e+00,-3.747409408562289546e+00,-3.766224845415786060e+00,3.364376321531432268e+01,-1.635158016620122057e+00,-1.643368011593421940e+00,1.468009941147252917e+01
2.405000000000000249e+00,-3.749044566578909610e+00,-3.767868213427379320e+00,3.365844331472579398e+01,-1.635158016620125165e+00,-1.643368011593425049e+00,1.468009941147255581e+01
2.406000000000000139e+00,-3.750679724595529674e+00,-3.769511581438972581e+00,3.367312341413726529e+01,-1.635158016620128274e+00,-1.643368011593428157e+00,1.468009941147258246e+01
2.407000000000000028e+00,-3.752314882612149738e+00,-3.771154949450565841e+00,3.368780351354873659e+01,-1.635158016620130494e+00,-1.643368011593430378e+00,1.468009941147260200e+01
2.407999999999999918e+00,-3.753950040628769802e+00,-3.772798317462159101e+00,3.370248361296020789e+01,-1.635158016620133603e+00,-1.643368011593433486e+00,1.468009941147262865e+01
2.409000000000000252e+00,-3.755585198645389866e+00,-3.774441685473752361e+00,3.371716371237167920e+01,-1.635158016620136490e+00,-1.643368011593436595e+00,1.468009941147265351e+01
2.410000000000000142e+00,-3.757220356662009930e+00,-3.776085053485345622e+00,3.373184381178315050e+01,-1.635158016620139154e+00,-1.643368011593439260e+00,1.468009941147267483e+01
2.411000000000000032e+00,-3.758855514678629994e+00,-3.777728421496938882e+00,3.374652391119462180e+01,-1.635158016620141597e+00,-1.643368011593441702e+00,1.468009941147269615e+01
2.411999999999999922e+00,-3.760490672695250058e+00,-3.779371789508532142e+00,3.376120401060609311e+01,-1.635158016620144039e+00,-1.643368011593444145e+00,1.468009941147271746e+01
2.413000000000000256e+00,-3.762125830711870123e+00,-3.781015157520125403e+00,3.377588411001756441e+01,-1.635158016620146038e+00,-1.643368011593446365e+00,1.468009941147273523e+01
2.414000000000000146e+00,-3.763760988728490187e+00,-3.782658525531718663e+00,3.379056420942903571e+01,-1.635158016620148924e+00,-1.643368011593449252e+00,1.468009941147276010e+01
2.415000000000000036e+00,-3.765396146745110251e+00,-3.784301893543311923e+00,3.380524430884050702e+01,-1.635158016620151811e+00,-1.643368011593452138e+00,1.468009941147278496e+01
2.415999999999999925e+00,-3.767031304761730315e+00,-3.785945261554905183e+00,3.381992440825197832e+01,-1.635158016620154253e+00,-1.643368011593454581e+00,1.468009941147280628e+01
2.417000000000000259e+00,-3.768666462778350379e+00,-3.787588629566498444e+00,3.383460450766344962e+01,-1.635158016620156696e+00,-1.643368011593457023e+00,1.468009941147282582e+01
2.418000000000000149e+00,-3.770301620794970443e+00,-3.789231997578091704e+00,3.384928460707492093e+01,-1.635158016620158916e+00,-1.643368011593459244e+00,1.468009941147284536e+01
2.419000000000000039e+00,-3.771936778811590507e+00,-3.790875365589684964e+00,3.386396470648639223e+01,-1.635158016620161137e+00,-1.643368011593461464e+00,1.468009941147286490e+01
2.419999999999999929e+00,-3.773571936828210571e+00,-3.792518733601278225e+00,3.387864480589786353e+01,-1.635158016620163357e+00,-1.643368011593463685e+00,1.468009941147288444e+01
2.421000000000000263e+00,-3.775207094844830635e+00,-3.794162101612871485e+00,3.389332490530933484e+01,-1.635158016620166022e+00,-1.643368011593466349e+00,1.468009941147290753e+01
2.422000000000000153e+00,-3.776842252861450699e+00,-3.795805469624464745e+00,3.390800500472080614e+01,-1.635158016620168686e+00,-1.643368011593469014e+00,1.468009941147293063e+01
2.423000000000000043e+00,-3.778477410878070764e+00,-3.797448837636058006e+00,3.392268510413227744e+01,-1.635158016620170907e+00,-1.643368011593471234e+00,1.468009941147295017e+01
2.423999999999999932e+00,-3.780112568894690828e+00,-3.799092205647651266e+00,3.393736520354374875e+01,-1.635158016620173127e+00,-1.643368011593473454e+00,1.468009941147296793e+01
2.425000000000000266e+00,-3.781747726911310892e+00,-3.800735573659244526e+00,3.395204530295522005e+01,-1.635158016620175347e+00,-1.643368011593475675e+00,1.468009941147298569e+01
2.426000000000000156e+00,-3.783382884927930956e+00,-3.802378941670837786e+00,3.396672540236669136e+01,-1.635158016620177346e+00,-1.643368011593477673e+00,1.468009941147300346e+01
2.427000000000000046e+00,-3.785018042944551020e+00,-3.804022309682431047e+00,3.398140550177816266e+01,-1.635158016620179344e+00,-1.643368011593479672e+00,1.468009941147302122e+01
2.427999999999999936e+00,-3.786653200961171084e+00,-3.805665677694024307e+00,3.399608560118963396e+01,-1.635158016620181121e+00,-1.643368011593481448e+00,1.468009941147303543e+01
2.429000000000000270e+00,-3.788288358977791148e+00,-3.807309045705618011e+00,3.401076570060110527e+01,-1.635158016620183563e+00,-1.643368011593483891e+00,1.468009941147305675e+01
2.430000000000000160e+00,-3.789923516994411212e+00,-3.808952413717211716e+00,3.402544580001257657e+01,-1.635158016620186006e+00,-1.643368011593486333e+00,1.468009941147307806e+01
2.431000000000000050e+00,-3.791558675011031276e+00,-3.810595781728805420e+00,3.404012589942404787e+01,-1.635158016620188004e+00,-1.643368011593488331e+00,1.468009941147309583e+01
2.431999999999999940e+00,-3.793193833027651340e+00,-3.812239149740399125e+00,3.405480599883551918e+01,-1.635158016620190002e+00,-1.643368011593490330e+00,1.468009941147311181e+01
2.432999999999999829e+00,-3.794828991044271405e+00,-3.813882517751992829e+00,3.406948609824699048e+01,-1.635158016620192001e+00,-1.643368011593492328e+00,1.468009941147312780e+01
2.434000000000000163e+00,-3.796464149060891469e+00,-3.815525885763586533e+00,3.408416619765846178e+01,-1.635158016620193999e+00,-1.643368011593494327e+00,1.468009941147314379e+01
2.435000000000000053e+00,-3.798099307077511533e+00,-3.817169253775180238e+00,3.409884629706993309e+01,-1.635158016620195776e+00,-1.643368011593496103e+00,1.468009941147315978e+01
2.435999999999999943e+00,-3.799734465094131597e+00,-3.818812621786773942e+00,3.411352639648140439e+01,-1.635158016620197552e+00,-1.643368011593497879e+00,1.468009941147317576e+01
2.436999999999999833e+00,-3.801369623110751661e+00,-3.820455989798367646e+00,3.412820649589287569e+01,-1.635158016620199328e+00,-1.643368011593499656e+00,1.468009941147319175e+01
2.438000000000000167e+00,-3.803004781127371725e+00,-3.822099357809961351e+00,3.414288659530434700e+01,-1.635158016620201105e+00,-1.643368011593501432e+00,1.468009941147320774e+01
2.439000000000000057e+00,-3.804639939143991789e+00,-3.823742725821555055e+00,3.415756669471581830e+01,-1.635158016620203325e+00,-1.643368011593503653e+00,1.468009941147322550e+01
2.439999999999999947e+00,-3.806275097160611853e+00,-3.825386093833148760e+00,3.417224679412728960e+01,-1.635158016620205101e+00,-1.643368011593505429e+00,1.468009941147324149e+01
2.440999999999999837e+00,-3.807910255177231917e+00,-3.827029461844742464e+00,3.418692689353876091e+01,-1.635158016620206878e+00,-1.643368011593507205e+00,1.468009941147325570e+01
