time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,q_x,q_y,q_z,q_w
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,1.000000
0.010000,0.008745,0.002253,9.818757,-0.001663,0.000137,0.000842,-0.000002014,0.000022019,-0.000044435,-0.000001,0.000002,0.000000,1.000000
0.020000,0.002933,0.013796,9.798549,-0.000306,-0.000661,-0.000936,-0.000001918,0.000021846,-0.000044376,-0.000004,0.000007,0.000000,1.000000
0.030000,-0.005127,-0.002467,9.834617,-0.001038,0.001608,-0.000178,-0.000001962,0.000021961,-0.000044392,-0.000007,0.000015,0.000000,1.000000
0.040000,-0.005698,-0.008655,9.824784,0.000103,0.002230,-0.000059,-0.000002264,0.000021789,-0.000044129,-0.000012,0.000025,0.000000,1.000000
0.050000,0.016542,-0.012405,9.829932,-0.001960,0.002167,0.000843,-0.000002042,0.000022306,-0.000044538,-0.000019,0.000037,0.000000,1.000000
0.060000,0.000619,0.003553,9.809447,-0.001060,0.003401,0.000579,-0.000002300,0.000021923,-0.000044189,-0.000026,0.000052,0.000000,1.000000
0.070000,-0.003702,0.016135,9.803456,-0.001719,0.004012,0.000059,-0.000001838,0.000022394,-0.000044138,-0.000035,0.000070,0.000000,1.000000
0.080000,0.000284,0.009938,9.834749,-0.002452,0.004675,0.000195,-0.000002037,0.000021892,-0.000044405,-0.000045,0.000090,0.000000,1.000000
0.090000,0.006335,-0.012375,9.819295,-0.003922,0.003839,0.001663,-0.000001544,0.000022029,-0.000044081,-0.000057,0.000112,0.000001,1.000000
0.100000,0.003833,-0.022009,9.829234,-0.001427,0.005840,0.000100,-0.000001939,0.000022077,-0.000044184,-0.000069,0.000137,0.000001,1.000000
0.110000,-0.003491,0.019298,9.830520,-0.003077,0.005620,0.000601,-0.000001927,0.000022174,-0.000044500,-0.000083,0.000165,0.000001,1.000000
0.120000,0.005716,-0.023713,9.822816,-0.002284,0.006797,-0.000180,-0.000001742,0.000022111,-0.000044448,-0.000098,0.000195,0.000001,1.000000
0.130000,0.009851,0.000007,9.817540,-0.003635,0.006788,0.000028,-0.000001893,0.000021980,-0.000044278,-0.000115,0.000228,0.000001,1.000000
0.140000,-0.008365,0.001419,9.820357,-0.001937,0.006913,0.000098,-0.000002176,0.000022013,-0.000044320,-0.000133,0.000263,0.000001,1.000000
0.150000,0.005703,0.014160,9.827229,-0.002457,0.007210,-0.000679,-0.000001880,0.000022216,-0.000044273,-0.000151,0.000300,0.000001,1.000000
0.160000,0.013589,-0.004986,9.818649,-0.003160,0.006358,-0.001012,-0.000001912,0.000021895,-0.000044258,-0.000172,0.000340,0.000002,1.000000
0.170000,0.031004,0.003618,9.819728,-0.003277,0.008496,0.000118,-0.000001861,0.000022101,-0.000044598,-0.000193,0.000383,0.000002,1.000000
0.180000,0.006912,-0.004768,9.807619,-0.004074,0.008419,0.000352,-0.000001862,0.000022045,-0.000044519,-0.000216,0.000428,0.000002,1.000000
0.190000,0.014485,-0.014963,9.846554,-0.004140,0.010140,-0.000029,-0.000002016,0.000022126,-0.000044486,-0.000240,0.000476,0.000002,1.000000
0.200000,-0.013624,0.008004,9.807412,-0.005168,0.009724,0.000965,-0.000002067,0.000022123,-0.000044370,-0.000265,0.000526,0.000003,1.000000
0.210000,-0.003669,-0.005039,9.853419,-0.006243,0.010430,-0.000650,-0.000002095,0.000022094,-0.000044402,-0.000292,0.000579,0.000003,1.000000
0.220000,0.010485,0.020959,9.810326,-0.004251,0.012259,0.000403,-0.000002032,0.000022002,-0.000044250,-0.000320,0.000634,0.000003,1.000000
0.230000,-0.001102,-0.040659,9.820633,-0.006385,0.013281,-0.000265,-0.000001782,0.000021974,-0.000044194,-0.000349,0.000691,0.000003,1.000000
0.240000,-0.002480,0.003806,9.808124,-0.006382,0.012842,-0.000837,-0.000002107,0.000021839,-0.000044270,-0.000379,0.000752,0.000004,1.000000
0.250000,-0.016940,0.015818,9.811702,-0.007271,0.012213,0.000312,-0.000001833,0.000022014,-0.000044232,-0.000411,0.000814,0.000004,1.000000
0.260000,0.010098,-0.011130,9.834086,-0.006582,0.013314,0.000929,-0.000001883,0.000022041,-0.000044249,-0.000444,0.000879,0.000004,1.000000
0.270000,0.004862,-0.020935,9.809649,-0.006234,0.013751,0.000801,-0.000001991,0.000021909,-0.000044309,-0.000478,0.000947,0.000005,0.999999
0.280000,0.001584,0.011706,9.845513,-0.006583,0.013860,0.001150,-0.000001833,0.000022157,-0.000044374,-0.000513,0.001017,0.000005,0.999999
0.290000,-0.009695,0.003287,9.820178,-0.006389,0.014084,-0.000038,-0.000001985,0.000022022,-0.000044233,-0.000550,0.001089,0.000005,0.999999
0.300000,0.014027,0.010255,9.830373,-0.007531,0.014238,-0.000415,-0.000001908,0.000021974,-0.000044364,-0.000587,0.001164,0.000006,0.999999
0.310000,-0.006965,-0.023129,9.846782,-0.007846,0.013970,0.000198,-0.000002052,0.000021706,-0.000044399,-0.000626,0.001242,0.000006,0.999999
0.320000,0.010203,0.002427,9.838615,-0.007935,0.016126,-0.000082,-0.000001930,0.000021886,-0.000044105,-0.000667,0.001322,0.000006,0.999999
0.330000,-0.027123,-0.012256,9.837678,-0.008293,0.016269,0.000401,-0.000002015,0.000022123,-0.000044213,-0.000708,0.001404,0.000007,0.999999
0.340000,-0.009246,-0.011980,9.848336,-0.007942,0.017360,-0.000614,-0.000002053,0.000022071,-0.000044218,-0.000751,0.001489,0.000007,0.999999
0.350000,-0.000211,-0.004446,9.825849,-0.009424,0.018271,-0.000444,-0.000002096,0.000022185,-0.000044603,-0.000795,0.001577,0.000008,0.999998
0.360000,-0.008734,-0.012752,9.842621,-0.008085,0.019041,0.001010,-0.000001888,0.000021913,-0.000044293,-0.000841,0.001667,0.000008,0.999998
0.370000,0.002293,0.012697,9.821617,-0.009027,0.018584,0.000353,-0.000001751,0.000021886,-0.000044381,-0.000887,0.001759,0.000009,0.999998
0.380000,-0.016590,-0.018523,9.825920,-0.010145,0.019336,0.000276,-0.000002118,0.000022228,-0.000044404,-0.000935,0.001854,0.000009,0.999998
0.390000,-0.021349,-0.031089,9.824185,-0.009271,0.019040,-0.000190,-0.000001985,0.000021834,-0.000044211,-0.000984,0.001951,0.000009,0.999998
0.400000,0.006742,-0.006163,9.834163,-0.009939,0.020045,0.000191,-0.000001550,0.000021942,-0.000044106,-0.001034,0.002050,0.000010,0.999997
0.410000,-0.026772,-0.019821,9.821009,-0.010352,0.019902,0.000397,-0.000001579,0.000022163,-0.000044345,-0.001086,0.002152,0.000010,0.999997
0.420000,-0.004034,-0.017759,9.818980,-0.011060,0.021374,0.000513,-0.000002011,0.000022137,-0.000044394,-0.001138,0.002257,0.000011,0.999997
0.430000,-0.005933,-0.004509,9.823388,-0.011683,0.021389,0.000077,-0.000001624,0.000022174,-0.000044133,-0.001192,0.002364,0.000012,0.999996
0.440000,-0.004654,0.006602,9.845806,-0.010590,0.022017,0.000952,-0.000001794,0.000022062,-0.000044270,-0.001248,0.002473,0.000012,0.999996
0.450000,-0.008927,-0.002739,9.872843,-0.011970,0.023485,-0.000023,-0.000001911,0.000022008,-0.000044575,-0.001304,0.002585,0.000013,0.999996
0.460000,-0.017670,0.005623,9.853219,-0.011727,0.022868,0.000058,-0.000001699,0.000022127,-0.000043901,-0.001361,0.002699,0.000013,0.999995
0.470000,0.004993,-0.004544,9.814934,-0.011593,0.023363,0.000228,-0.000001774,0.000022079,-0.000044109,-0.001420,0.002816,0.000014,0.999995
0.480000,0.001298,-0.028143,9.823000,-0.012655,0.024629,0.000644,-0.000001731,0.000021902,-0.000044664,-0.001480,0.002935,0.000014,0.999995
0.490000,0.002804,0.002778,9.856641,-0.013172,0.024750,0.000364,-0.000002109,0.000022237,-0.000044168,-0.001542,0.003056,0.000015,0.999994
0.500000,-0.014784,-0.010052,9.858054,-0.011929,0.025386,-0.000497,-0.000001934,0.000022266,-0.000044110,-0.001604,0.003180,0.000016,0.999994
0.510000,-0.000809,0.016824,9.861885,-0.012596,0.026124,0.001880,-0.000001447,0.000022036,-0.000044122,-0.001668,0.003306,0.000016,0.999993
0.520000,-0.011210,0.010447,9.865391,-0.012776,0.025081,0.000831,-0.000001860,0.000022257,-0.000044150,-0.001732,0.003435,0.000017,0.999993
0.530000,0.007074,0.014176,9.823811,-0.012430,0.026499,-0.000554,-0.000001709,0.000022276,-0.000044254,-0.001798,0.003566,0.000018,0.999992
0.540000,-0.012194,0.009856,9.822491,-0.013159,0.025716,0.001093,-0.000001539,0.000022163,-0.000044342,-0.001866,0.003699,0.000018,0.999991
0.550000,0.003218,0.020767,9.855270,-0.013538,0.028053,-0.000503,-0.000001524,0.000022343,-0.000044281,-0.001934,0.003835,0.000019,0.999991
0.560000,0.001910,-0.001059,9.831607,-0.013559,0.028039,0.001239,-0.000001788,0.000022193,-0.000044121,-0.002004,0.003973,0.000020,0.999990
0.570000,0.000124,-0.008441,9.828589,-0.013489,0.028589,-0.000104,-0.000001514,0.000022297,-0.000044116,-0.002075,0.004113,0.000020,0.999989
0.580000,0.016923,0.037745,9.859016,-0.014430,0.028845,-0.000306,-0.000001554,0.000022185,-0.000044217,-0.002147,0.004256,0.000021,0.999989
0.590000,-0.030916,-0.022811,9.840783,-0.013984,0.029557,0.000483,-0.000001622,0.000022199,-0.000044042,-0.002220,0.004401,0.000022,0.999988
0.600000,-0.001403,0.006594,9.835095,-0.014703,0.029171,0.000678,-0.000001584,0.000022363,-0.000044149,-0.002294,0.004548,0.000023,0.999987
0.610000,-0.009698,-0.021347,9.868568,-0.015100,0.030170,-0.000009,-0.000001568,0.000022401,-0.000044144,-0.002370,0.004698,0.000023,0.999986
0.620000,-0.011266,0.003118,9.845901,-0.015825,0.030603,-0.000146,-0.000001463,0.000022020,-0.000044317,-0.002446,0.004850,0.000024,0.999985
0.630000,0.012609,0.012819,9.862502,-0.015824,0.029844,0.001077,-0.000001519,0.000022333,-0.000044104,-0.002524,0.005004,0.000025,0.999984
0.640000,-0.009003,0.004670,9.856759,-0.015362,0.032020,0.000883,-0.000001463,0.000022224,-0.000044203,-0.002603,0.005161,0.000026,0.999983
0.650000,-0.000440,-0.012468,9.849400,-0.015328,0.031663,-0.000175,-0.000001550,0.000022050,-0.000044187,-0.002683,0.005320,0.000027,0.999982
0.660000,-0.026778,0.011537,9.836018,-0.017366,0.032696,0.000711,-0.000001495,0.000022121,-0.000044382,-0.002765,0.005481,0.000027,0.999981
0.670000,-0.000778,0.013121,9.857081,-0.016282,0.031996,0.000218,-0.000001683,0.000022392,-0.000043964,-0.002847,0.005645,0.000028,0.999980
0.680000,0.011295,0.002947,9.857737,-0.016499,0.034179,0.000366,-0.000001420,0.000022206,-0.000044105,-0.002931,0.005811,0.000029,0.999979
0.690000,-0.008220,0.016634,9.838757,-0.016593,0.034529,0.000339,-0.000001466,0.000022211,-0.000044361,-0.003016,0.005979,0.000030,0.999978
0.700000,0.010400,-0.009266,9.845659,-0.016993,0.033871,0.000668,-0.000001791,0.000022317,-0.000044322,-0.003101,0.006149,0.000031,0.999976
0.710000,-0.003122,0.011902,9.872952,-0.017857,0.033882,0.000153,-0.000001460,0.000022516,-0.000044294,-0.003189,0.006322,0.000032,0.999975
0.720000,-0.006990,-0.013800,9.821191,-0.016855,0.034954,-0.000272,-0.000001540,0.000022148,-0.000043943,-0.003277,0.006497,0.000033,0.999974
0.730000,-0.017449,0.001700,9.837734,-0.017568,0.034642,0.000025,-0.000001443,0.000022303,-0.000044075,-0.003366,0.006674,0.000034,0.999972
0.740000,-0.011191,-0.005893,9.850787,-0.016601,0.035443,0.001015,-0.000001056,0.000022290,-0.000044175,-0.003456,0.006853,0.000035,0.999971
0.750000,-0.002797,0.014414,9.855209,-0.016928,0.036728,-0.000282,-0.000001285,0.000022341,-0.000044284,-0.003548,0.007035,0.000036,0.999969
0.760000,-0.011644,0.008704,9.850465,-0.018197,0.036997,-0.000384,-0.000001061,0.000022353,-0.000043983,-0.003641,0.007219,0.000037,0.999967
0.770000,0.008036,-0.005712,9.877115,-0.018559,0.037519,-0.000535,-0.000001360,0.000022216,-0.000044025,-0.003735,0.007405,0.000038,0.999966
0.780000,-0.021516,0.007275,9.853896,-0.019216,0.037600,0.000562,-0.000001099,0.000022144,-0.000044119,-0.003829,0.007593,0.000039,0.999964
0.790000,0.007391,-0.004115,9.855635,-0.018813,0.037813,0.000376,-0.000001465,0.000022470,-0.000044062,-0.003925,0.007783,0.000040,0.999962
0.800000,-0.009816,-0.018346,9.835144,-0.018634,0.038003,0.000339,-0.000001263,0.000022509,-0.000044139,-0.004023,0.007976,0.000041,0.999960
0.810000,-0.006330,-0.001976,9.859488,-0.019240,0.037916,-0.000753,-0.000001494,0.000022458,-0.000044263,-0.004121,0.008171,0.000042,0.999958
0.820000,-0.000529,-0.016422,9.861980,-0.019528,0.039798,-0.000703,-0.000001004,0.000022300,-0.000044085,-0.004220,0.008368,0.000043,0.999956
0.830000,0.014104,-0.002476,9.842617,-0.019595,0.040371,0.000280,-0.000001457,0.000022479,-0.000043880,-0.004320,0.008567,0.000044,0.999954
0.840000,-0.004116,-0.007724,9.860124,-0.020207,0.040262,-0.000744,-0.000001292,0.000022576,-0.000044114,-0.004422,0.008768,0.000045,0.999952
0.850000,-0.010802,-0.001126,9.839616,-0.018962,0.041328,0.000284,-0.000001127,0.000022640,-0.000044137,-0.004524,0.008971,0.000046,0.999950
0.860000,-0.011620,-0.000413,9.857667,-0.020209,0.041159,0.000637,-0.000001222,0.000022646,-0.000044128,-0.004628,0.009177,0.000047,0.999947
0.870000,0.003000,-0.007885,9.852652,-0.020057,0.040760,-0.000428,-0.000001390,0.000022147,-0.000044061,-0.004733,0.009384,0.000048,0.999945
0.880000,-0.023179,0.008399,9.862380,-0.021916,0.041508,0.000209,-0.000001057,0.000022581,-0.000044488,-0.004838,0.009594,0.000050,0.999942
0.890000,-0.011910,-0.005552,9.881249,-0.021334,0.041259,0.000169,-0.000001032,0.000022281,-0.000044237,-0.004945,0.009806,0.000051,0.999940
0.900000,-0.005394,0.000025,9.868142,-0.020861,0.042694,0.000230,-0.000000947,0.000022600,-0.000044065,-0.005053,0.010020,0.000052,0.999937
0.910000,-0.001431,-0.000274,9.856987,-0.021627,0.043524,0.000479,-0.000001445,0.000022738,-0.000043825,-0.005162,0.010236,0.000053,0.999934
0.920000,-0.014535,-0.005204,9.847853,-0.023051,0.043923,-0.000257,-0.000001059,0.000022643,-0.000044098,-0.005272,0.010454,0.000054,0.999931
0.930000,-0.004843,0.007285,9.833248,-0.023089,0.044829,0.000222,-0.000000904,0.000022611,-0.000043965,-0.005383,0.010674,0.000056,0.999929
0.940000,0.017786,0.001376,9.862501,-0.021973,0.044795,-0.000615,-0.000000973,0.000022638,-0.000044091,-0.005495,0.010896,0.000057,0.999926
0.950000,-0.016490,0.011244,9.847873,-0.021774,0.044717,0.000175,-0.000000869,0.000022367,-0.000044053,-0.005608,0.011120,0.000058,0.999922
0.960000,-0.027117,0.004314,9.848521,-0.023582,0.045008,0.001113,-0.000000806,0.000022542,-0.000044260,-0.005722,0.011347,0.000059,0.999919
0.970000,-0.008638,-0.001761,9.852486,-0.023044,0.045931,0.000655,-0.000000631,0.000022526,-0.000043978,-0.005837,0.011575,0.000061,0.999916
0.980000,-0.022018,0.001121,9.864904,-0.023847,0.046701,-0.000283,-0.000000810,0.000022436,-0.000044096,-0.005953,0.011805,0.000062,0.999913
0.990000,-0.005771,0.010657,9.858572,-0.023214,0.046508,-0.000406,-0.000001011,0.000022614,-0.000043953,-0.006070,0.012037,0.000063,0.999909
1.000000,-0.004758,0.000285,9.858908,-0.024162,0.047198,0.001535,-0.000000970,0.000022693,-0.000043970,-0.006188,0.012272,0.000065,0.999906
1.010000,0.103584,0.065476,10.370600,-0.023199,0.047098,-0.000609,-0.000000962,0.000022338,-0.000044153,-0.006304,0.012503,0.000066,0.999902
1.020000,0.128007,0.061099,10.340754,-0.023432,0.045337,0.000074,-0.000000799,0.000022778,-0.000044266,-0.006419,0.012733,0.000067,0.999898
1.030000,0.166276,0.097135,10.876448,-0.022876,0.044552,-0.000629,-0.000000882,0.000022609,-0.000043922,-0.006532,0.012957,0.000068,0.999895
1.040000,0.141580,0.096807,10.894633,-0.021278,0.044849,0.000138,-0.000001090,0.000022587,-0.000043882,-0.006642,0.013177,0.000069,0.999891
1.050000,0.198750,0.080235,11.360427,-0.021159,0.042751,0.000146,-0.000000608,0.000022600,-0.000043851,-0.006750,0.013391,0.000070,0.999888
1.060000,0.185926,0.064124,11.361894,-0.021129,0.041715,0.000325,-0.000000527,0.000022660,-0.000044052,-0.006854,0.013599,0.000071,0.999884
1.070000,0.219514,0.067962,11.895520,-0.020362,0.040931,0.000536,-0.000000768,0.000022532,-0.000043883,-0.006956,0.013800,0.000073,0.999881
1.080000,0.215842,0.071337,11.905314,-0.019433,0.037547,0.000876,-0.000000833,0.000022311,-0.000043970,-0.007056,0.013995,0.000075,0.999877
1.090000,0.184895,0.098850,12.371404,-0.021309,0.037749,-0.000830,-0.000000813,0.000022661,-0.000044092,-0.007152,0.014182,0.000077,0.999874
1.100000,0.184448,0.113611,12.376102,-0.018602,0.036394,0.000419,-0.000000684,0.000022600,-0.000044002,-0.007245,0.014361,0.000079,0.999871
1.110000,0.194719,0.111932,12.575843,-0.017491,0.034375,0.001146,-0.000000748,0.000022558,-0.000044109,-0.007334,0.014534,0.000082,0.999867
1.120000,0.186837,0.105719,12.569157,-0.016112,0.032774,0.000983,-0.000000848,0.000022810,-0.000043984,-0.007419,0.014699,0.000084,0.999864
1.130000,0.192592,0.092650,12.570328,-0.016580,0.030556,0.000238,-0.000000523,0.000022490,-0.000043954,-0.007500,0.014857,0.000086,0.999861
1.140000,0.198923,0.099735,12.559268,-0.015827,0.029534,0.001038,-0.000000801,0.000022541,-0.000043905,-0.007578,0.015008,0.000088,0.999859
1.150000,0.188403,0.039867,12.568826,-0.016232,0.029292,0.000370,-0.000000764,0.000022619,-0.000044006,-0.007653,0.015152,0.000091,0.999856
1.160000,0.170267,0.069272,12.558558,-0.013991,0.027647,0.000747,-0.000000529,0.000022470,-0.000043820,-0.007726,0.015289,0.000094,0.999853
1.170000,0.187825,0.075119,12.555291,-0.014798,0.026096,0.000729,-0.000000424,0.000022723,-0.000043750,-0.007796,0.015418,0.000097,0.999851
1.180000,0.182864,0.096630,12.559085,-0.013506,0.024398,0.000908,-0.000000786,0.000022933,-0.000043765,-0.007863,0.015540,0.000101,0.999848
1.190000,0.182414,0.089521,12.600253,-0.013203,0.022409,0.000778,-0.000000512,0.000022713,-0.000043984,-0.007926,0.015655,0.000105,0.999846
1.200000,0.199951,0.095617,12.561537,-0.010838,0.020312,0.001416,-0.000000733,0.000023021,-0.000044135,-0.007985,0.015762,0.000109,0.999844
1.210000,0.153935,0.096660,12.561063,-0.011366,0.020461,0.001424,-0.000000653,0.000022834,-0.000043962,-0.008041,0.015862,0.000113,0.999842
1.220000,0.178341,0.085717,12.546072,-0.011188,0.018942,0.001288,-0.000000629,0.000022583,-0.000043905,-0.008094,0.015955,0.000117,0.999840
1.230000,0.190419,0.089139,12.569860,-0.008858,0.017959,0.001669,-0.000000717,0.000022782,-0.000044052,-0.008143,0.016040,0.000121,0.999838
1.240000,0.213441,0.077423,12.583691,-0.009082,0.014931,0.001515,-0.000000564,0.000022426,-0.000043981,-0.008188,0.016117,0.000125,0.999837
1.250000,0.206166,0.100691,12.565842,-0.008778,0.013431,0.000365,-0.000000682,0.000022802,-0.000044062,-0.008229,0.016187,0.000130,0.999835
1.260000,0.190825,0.095423,12.563441,-0.007102,0.012141,-0.000109,-0.000000354,0.000022585,-0.000043952,-0.008266,0.016248,0.000134,0.999834
1.270000,0.176538,0.124883,12.563303,-0.005377,0.011703,0.000145,-0.000000538,0.000022652,-0.000044022,-0.008299,0.016302,0.000137,0.999833
1.280000,0.181284,0.125027,12.581586,-0.006354,0.009665,0.000484,-0.000000611,0.000022743,-0.000043985,-0.008327,0.016348,0.000141,0.999832
1.290000,0.148094,0.087812,12.584082,-0.005644,0.008504,-0.000136,-0.000000531,0.000022803,-0.000043764,-0.008351,0.016387,0.000144,0.999831
1.300000,0.175527,0.098799,12.580373,-0.004882,0.006833,-0.000283,-0.000000511,0.000022680,-0.000043925,-0.008371,0.016419,0.000146,0.999830
1.310000,0.169332,0.086696,12.558560,-0.002182,0.004707,0.001269,-0.000000541,0.000022775,-0.000043917,-0.008387,0.016444,0.000149,0.999830
1.320000,0.174423,0.124395,12.582772,-0.001385,0.002370,0.000673,-0.000000515,0.000022627,-0.000043958,-0.008400,0.016461,0.000152,0.999829
1.330000,0.177464,0.069943,12.586474,-0.002156,0.002133,0.000788,-0.000000629,0.000022861,-0.000043680,-0.008408,0.016471,0.000154,0.999829
1.340000,0.181666,0.083041,12.576670,-0.000732,0.001389,0.000843,-0.000000649,0.000022839,-0.000043973,-0.008412,0.016474,0.000156,0.999829
1.350000,0.162807,0.135413,12.600442,0.000331,-0.001629,-0.000858,-0.000000634,0.000022699,-0.000044000,-0.008412,0.016471,0.000157,0.999829
1.360000,0.166729,0.102634,12.612575,0.000316,-0.001589,0.000631,-0.000000564,0.000022646,-0.000044100,-0.008406,0.016461,0.000157,0.999829
1.370000,0.146988,0.097268,12.571111,0.001259,-0.003282,-0.000489,-0.000000552,0.000022629,-0.000044085,-0.008397,0.016445,0.000157,0.999829
1.380000,0.135909,0.074234,12.585121,0.002716,-0.004052,-0.000662,-0.000000632,0.000022695,-0.000044156,-0.008384,0.016424,0.000155,0.999830
1.390000,0.166771,0.082477,12.551826,0.003944,-0.005826,0.000078,-0.000000429,0.000022925,-0.000043950,-0.008368,0.016398,0.000154,0.999831
1.400000,0.143144,0.093599,12.600340,0.002778,-0.007357,-0.000396,-0.000000709,0.000022812,-0.000044063,-0.008350,0.016367,0.000153,0.999831
1.410000,0.139407,0.079061,12.557696,0.004262,-0.007263,0.000432,-0.000000664,0.000022907,-0.000044145,-0.008327,0.016330,0.000151,0.999832
1.420000,0.158064,0.079484,12.592600,0.006044,-0.008453,0.000227,-0.000000365,0.000022580,-0.000043857,-0.008302,0.016288,0.000149,0.999833
1.430000,0.203283,0.114860,12.591746,0.006512,-0.010341,-0.000836,-0.000000818,0.000022738,-0.000043982,-0.008273,0.016238,0.000147,0.999834
1.440000,0.183722,0.112694,12.594001,0.006515,-0.011891,-0.000490,-0.000000387,0.000022543,-0.000043849,-0.008239,0.016182,0.000144,0.999835
1.450000,0.179401,0.096946,12.603934,0.007970,-0.012992,-0.000682,-0.000000505,0.000022512,-0.000043937,-0.008202,0.016118,0.000141,0.999836
1.460000,0.212064,0.104991,12.592720,0.009315,-0.014632,-0.001183,-0.000000640,0.000022567,-0.000044019,-0.008160,0.016048,0.000137,0.999838
1.470000,0.205599,0.044820,12.580212,0.008225,-0.014936,-0.001310,-0.000000592,0.000023018,-0.000043905,-0.008114,0.015971,0.000134,0.999840
1.480000,0.174426,0.076161,12.596925,0.010450,-0.017219,-0.001059,-0.000000542,0.000022847,-0.000043891,-0.008066,0.015887,0.000130,0.999841
1.490000,0.218555,0.083229,12.618114,0.011006,-0.017428,-0.001039,-0.000000565,0.000022533,-0.000044153,-0.008014,0.015796,0.000127,0.999843
1.500000,0.199365,0.095617,12.607243,0.010574,-0.020389,0.000275,-0.000000676,0.000022903,-0.000044138,-0.007958,0.015697,0.000123,0.999845
1.510000,0.192261,0.070737,12.584018,0.012153,-0.020540,-0.001192,-0.000000847,0.000022635,-0.000043701,-0.007898,0.015592,0.000120,0.999847
1.520000,0.161610,0.093246,12.580588,0.012819,-0.021938,-0.001471,-0.000000703,0.000022918,-0.000043819,-0.007836,0.015479,0.000117,0.999849
1.530000,0.135328,0.073506,12.605537,0.013643,-0.022315,-0.000218,-0.000000377,0.000022675,-0.000043807,-0.007772,0.015362,0.000114,0.999852
1.540000,0.118530,0.062914,12.585209,0.014082,-0.024323,-0.000485,-0.000000820,0.000022693,-0.000043928,-0.007704,0.015239,0.000111,0.999854
1.550000,0.138126,0.042914,12.612663,0.013355,-0.026088,-0.000845,-0.000000488,0.000022485,-0.000043832,-0.007635,0.015111,0.000108,0.999857
1.560000,0.135317,0.057212,12.592595,0.014231,-0.027200,-0.000631,-0.000000737,0.000022741,-0.000044079,-0.007564,0.014977,0.000105,0.999859
1.570000,0.140316,0.040032,12.596705,0.013327,-0.027289,-0.001341,-0.000000803,0.000022714,-0.000043961,-0.007491,0.014839,0.000104,0.999862
1.580000,0.186471,0.051122,12.573182,0.014978,-0.028906,-0.000322,-0.000000692,0.000022859,-0.000044129,-0.007416,0.014695,0.000102,0.999865
1.590000,0.110341,0.067683,12.590803,0.015295,-0.029723,-0.000349,-0.000000701,0.000022480,-0.000043873,-0.007340,0.014547,0.000101,0.999867
1.600000,0.082298,0.086723,12.584017,0.015721,-0.030852,-0.000925,-0.000000612,0.000022664,-0.000043969,-0.007261,0.014396,0.000099,0.999870
1.610000,0.071839,0.046563,12.593825,0.015973,-0.031267,-0.000297,-0.000000457,0.000022711,-0.000043792,-0.007180,0.014243,0.000097,0.999873
1.620000,0.064213,0.043090,12.598705,0.016337,-0.030203,-0.000131,-0.000000750,0.000022464,-0.000043851,-0.007097,0.014087,0.000094,0.999876
1.630000,0.188859,0.086430,12.596512,0.015815,-0.030264,-0.000317,-0.000000813,0.000022822,-0.000044112,-0.007012,0.013926,0.000092,0.999878
1.640000,0.149722,0.089268,12.593096,0.018017,-0.033591,0.000092,-0.000000672,0.000022806,-0.000044258,-0.006925,0.013758,0.000090,0.999881
1.650000,0.227362,0.109926,12.599414,0.017147,-0.034702,-0.000441,-0.000000753,0.000022195,-0.000043939,-0.006835,0.013584,0.000088,0.999884
1.660000,0.193198,0.070120,12.587070,0.018283,-0.036133,0.000345,-0.000000557,0.000022565,-0.000044279,-0.006740,0.013403,0.000086,0.999887
1.670000,0.176326,0.072467,12.595586,0.018075,-0.037692,-0.000157,-0.000000883,0.000022645,-0.000043903,-0.006644,0.013215,0.000085,0.999891
1.680000,0.155914,0.087100,12.591061,0.019428,-0.038923,0.001227,-0.000000677,0.000022564,-0.000044166,-0.006545,0.013021,0.000084,0.999894
1.690000,0.167784,0.074584,12.611680,0.020391,-0.039850,0.000614,-0.000000817,0.000022506,-0.000043995,-0.006444,0.012822,0.000083,0.999897
1.700000,0.154878,0.081029,12.584663,0.020810,-0.040515,-0.000989,-0.000000635,0.000022455,-0.000044145,-0.006340,0.012617,0.000082,0.999900
1.710000,0.143686,0.078213,12.610729,0.022407,-0.041897,-0.000520,-0.000000946,0.000022391,-0.000044134,-0.006233,0.012408,0.000081,0.999904
1.720000,0.150505,0.073869,12.609372,0.021155,-0.042285,-0.001498,-0.000000924,0.000022789,-0.000044077,-0.006125,0.012195,0.000080,0.999907
1.730000,0.096712,0.044378,12.596847,0.021189,-0.043148,-0.000135,-0.000000812,0.000022476,-0.000044147,-0.006015,0.011978,0.000079,0.999910
1.740000,0.109596,0.057279,12.614614,0.022331,-0.044164,-0.000286,-0.000000840,0.000022438,-0.000044126,-0.005903,0.011758,0.000078,0.999913
1.750000,0.074680,0.009876,12.611337,0.022136,-0.044216,-0.001626,-0.000001078,0.000022203,-0.000043998,-0.005790,0.011536,0.000077,0.999917
1.760000,0.089315,-0.000431,12.605629,0.022288,-0.043938,-0.000093,-0.000000682,0.000022251,-0.000044249,-0.005677,0.011312,0.000077,0.999920
1.770000,0.053250,0.027297,12.600817,0.022444,-0.043522,-0.000764,-0.000000760,0.000022678,-0.000044157,-0.005564,0.011087,0.000077,0.999923
